path,client_id,accent,label,source_split
common_voice_en_10110.mp3,ac5fea9cacdfa4a2d6291c780b0a0ee1c0f2c5d2389cc0357a477fdac75a87c74638f69f3d7a1ac89af0f2824d9a930ddfceac2b52d7e4f91990994b77044841,us,2,train
common_voice_en_101616.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101619.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101620.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101622.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101623.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101624.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101625.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_101626.mp3,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,indian,1,train
common_voice_en_102027.mp3,897a3d0ad3a122eea67768d9fc3c0620b8fe814cabf587575a6e59a2e35f9739a3c3f86d1feeebdd07a3bc1255ccfda0dec79ac3a3e953f11d2313c7b8a36d0f,us,2,train
common_voice_en_102030.mp3,897a3d0ad3a122eea67768d9fc3c0620b8fe814cabf587575a6e59a2e35f9739a3c3f86d1feeebdd07a3bc1255ccfda0dec79ac3a3e953f11d2313c7b8a36d0f,us,2,train
common_voice_en_102385.mp3,1514d25318055208d45730bfb6f0391af99036e7778e7880820cc4b9376b707390ceebdfa47ec963fe4345d50eeb76bea2c132f30cd30efbff55487e67ff3e62,us,2,train
common_voice_en_109458.mp3,2e025bb8b1261c0915d8fe98bb88b0fa5946a0c62fe0f9afa84f1a20f2f2baffb703f977a0d6831ea460e227a2b4c3a2fc8b3c863f0493ffe88b6a0de9a8488a,us,2,train
common_voice_en_110779.mp3,013f1c38752256d677ba8e23cd5c617a18e22398ed4b40b746072139774a124669a621e92112ab31d9c537d93912fa8933aa1f7f612ae36f7665b97798ddbb16,us,2,train
common_voice_en_111892.mp3,17873efff49f207a2551989c5066e5681f00409ea9ba1052635eb944b7f04a01fe51a071273ae96518d7c4ae3fd9d318785061c7a34f0e5a7239cb49b98d614d,england,0,train
common_voice_en_111906.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111908.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111914.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111917.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111922.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111924.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111925.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111926.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111930.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111933.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_111934.mp3,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4,us,2,train
common_voice_en_112550.mp3,9a33fde264455fd33cc69ab7060011cfac1b65135e54da0e67870f8c27579991ec71f6c3fb1a48482359a23639dad0b462a0632c3d4d9513e7fe29b1f23887cd,indian,1,train
common_voice_en_112554.mp3,9a33fde264455fd33cc69ab7060011cfac1b65135e54da0e67870f8c27579991ec71f6c3fb1a48482359a23639dad0b462a0632c3d4d9513e7fe29b1f23887cd,indian,1,train
common_voice_en_11336.mp3,6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1,us,2,train
common_voice_en_11339.mp3,6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1,us,2,train
common_voice_en_11340.mp3,6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1,us,2,train
common_voice_en_11341.mp3,6fd57fc68e9bf90d7dc9902fbbc759f955859718e94ab49b54d253ad09be52cd8b14159e9c644a3bd61291038cbf16b788329a2facc1b22acd3edab62f04e9a1,us,2,train
common_voice_en_113615.mp3,f2f0f9aa356bb291eaf01eda5331ea6b267b61ae0e3212f7c03ad26ba30f8aac80f994a6104d7d0dc8376546e92841138809900dd28f1f0073254c01b0e2243c,england,0,train
common_voice_en_113625.mp3,f2f0f9aa356bb291eaf01eda5331ea6b267b61ae0e3212f7c03ad26ba30f8aac80f994a6104d7d0dc8376546e92841138809900dd28f1f0073254c01b0e2243c,england,0,train
common_voice_en_115769.mp3,437762f52939fd5577c43340659cdda81699ea245730cd842db2c5120465f41194097b630099171a1841ee629e1596486588d25da2a29a5704327062219a1195,us,2,train
common_voice_en_117152.mp3,0477beed653dc4b9d00398c3f78164da42b4f9db1c60d63aa6e90963f229c037ad5793e26a2e73989aafa6a64e257b192e5a8ef3b3ec3233623d83cd7d8dca02,england,0,train
common_voice_en_117194.mp3,0477beed653dc4b9d00398c3f78164da42b4f9db1c60d63aa6e90963f229c037ad5793e26a2e73989aafa6a64e257b192e5a8ef3b3ec3233623d83cd7d8dca02,england,0,train
common_voice_en_117405.mp3,e141f7ba0c93735cf341c86b489eae6604a20c4aa1442d3e4044855309e36befe9759537d081f44ce3c4a25eab4d98d8acad6633e20476004870928da689d5f3,indian,1,train
common_voice_en_117670.mp3,99da90f81d28074dbc9d2474b2232e535bbd9ed351d503b3aeb54bdb57b0c54ec4c9e84f7c2e3e5b29e3e10dc46830d5f4974bac5bc32a849db13bf6f28d6d44,us,2,train
common_voice_en_117677.mp3,99da90f81d28074dbc9d2474b2232e535bbd9ed351d503b3aeb54bdb57b0c54ec4c9e84f7c2e3e5b29e3e10dc46830d5f4974bac5bc32a849db13bf6f28d6d44,us,2,train
common_voice_en_119647.mp3,95f6d62fb364e587f5ddf36726153e503652bc1c5df469d3d25f89880abf775bca4be2e51d44919c37bc037ad4be443e2441fe08de7056eb16e8bfb9f04a7bc4,indian,1,train
common_voice_en_120724.mp3,a146ad7bfd0fefe278c242d940daf19d1475b9fbf66c3287f9f864f881c0d1eff52272f20352e8409388ca289df22c4f12567dfe78700da26feade73b68aef53,us,2,train
common_voice_en_121232.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121234.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121235.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121236.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121237.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121239.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121240.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121241.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121243.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_121244.mp3,c6088565cca9ad7c8c109796206b491f0aeb672c57dfa69f821d1aa337e1b9e61680e1eed745bec1dd81f451724db5c41ecc109643e03ea3977587e069d54f2d,us,2,train
common_voice_en_122678.mp3,29b1e5a58d1667d4ac45832ec195356598a69f66680877b0d5ee465ce2404c0186affc81ffe4a29df35203fc07a0fc5714c60d914a88aa36d7f84c94dc381d2f,us,2,train
common_voice_en_122750.mp3,446a17a9c0c83bd0f1f9b25dfd8e097e8773bc164a7081854ac4b7e9003bde34bccf4c7c3687fa5b6cda5afa30ae8898f66f87843168ded29ff65a97689d3fce,us,2,train
common_voice_en_124402.mp3,e3765e1fa41845c0caece56f6fee7242ee9df30362413bf57d3db159a8bffff725d7875efc408420d347e8cbd3c4a363210a212fed94a3e69fd1489c82424a78,us,2,train
common_voice_en_124418.mp3,e3765e1fa41845c0caece56f6fee7242ee9df30362413bf57d3db159a8bffff725d7875efc408420d347e8cbd3c4a363210a212fed94a3e69fd1489c82424a78,us,2,train
common_voice_en_124789.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124790.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124791.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124792.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124794.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124796.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124800.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_124806.mp3,77106b3d5604cc8c07ed7bb8ade3702707e4110fce88da4e1cb1c49a4674d63c78b9ff54bfc9b777ca2641ce4f2863ed5a4925456f76caafc86c6994fe3a249f,us,2,train
common_voice_en_125066.mp3,3ce74855b7671ebad58a58a63094d4500a3c9e12d0440f2787d336de1b6f97fe62cb5d52db389f8064668ee4165f3691ff4b78bd5df3708094a17694431e87df,us,2,train
