path,client_id,accent,label,source_split
common_voice_en_18009689.mp3,0332e7147236c83c51642ae8b1d7a1d30a273f42da26b05a2de2284de977734bda2b9d4942629364d41a133025aa740cb7c1f302a3f87a266d0714cebd260421,us,2,dev
common_voice_en_18009693.mp3,0332e7147236c83c51642ae8b1d7a1d30a273f42da26b05a2de2284de977734bda2b9d4942629364d41a133025aa740cb7c1f302a3f87a266d0714cebd260421,us,2,dev
common_voice_en_39753750.mp3,038a71df6a1fa710b507512ef5ded34aee4461642bda1d727f87f1493b14b03e53b6f9b68acef20e1cdf20c59d4443ae7e58a0bf8837cebf226e21b7849dce21,england,0,dev
common_voice_en_39753788.mp3,038a71df6a1fa710b507512ef5ded34aee4461642bda1d727f87f1493b14b03e53b6f9b68acef20e1cdf20c59d4443ae7e58a0bf8837cebf226e21b7849dce21,england,0,dev
common_voice_en_39753791.mp3,038a71df6a1fa710b507512ef5ded34aee4461642bda1d727f87f1493b14b03e53b6f9b68acef20e1cdf20c59d4443ae7e58a0bf8837cebf226e21b7849dce21,england,0,dev
common_voice_en_2731682.mp3,03e69c4f3612aa69b6117da919a92ffbfc57487e5830c9b8e1ab4da09c1624f3a73b19f7ae7aab5dbf841d24de2387689bcbd719f10a4ac9267c250469115d33,england,0,dev
common_voice_en_495879.mp3,05826ee131e2479f15f00a94f8aaba2c8fc2c2ea5cb7fc13cc3c9e14cbe1582670858188ecf44238e3abf7b9838a3b12198a0af4a7a854bf50dbc83d0d8694ac,us,2,dev
common_voice_en_495880.mp3,05826ee131e2479f15f00a94f8aaba2c8fc2c2ea5cb7fc13cc3c9e14cbe1582670858188ecf44238e3abf7b9838a3b12198a0af4a7a854bf50dbc83d0d8694ac,us,2,dev
common_voice_en_495881.mp3,05826ee131e2479f15f00a94f8aaba2c8fc2c2ea5cb7fc13cc3c9e14cbe1582670858188ecf44238e3abf7b9838a3b12198a0af4a7a854bf50dbc83d0d8694ac,us,2,dev
common_voice_en_636859.mp3,05c3a8d92b7534d9a829d88e85600f1a3fa30459cfece9bac4fac06ecf08ab483d29ba534d37ea155738029a8aa86dd08264517855e25dba11d2240fc7f9fa46,us,2,dev
common_voice_en_636862.mp3,05c3a8d92b7534d9a829d88e85600f1a3fa30459cfece9bac4fac06ecf08ab483d29ba534d37ea155738029a8aa86dd08264517855e25dba11d2240fc7f9fa46,us,2,dev
common_voice_en_522868.mp3,07db55524b4b5a1e299d6ace150171e501be22ff8c25679f548676ea2c7d0993fd79fa20bf65b379c4535261db97281a3cbd79be979f1c20ebcc7840e2cccd75,us,2,dev
common_voice_en_522869.mp3,07db55524b4b5a1e299d6ace150171e501be22ff8c25679f548676ea2c7d0993fd79fa20bf65b379c4535261db97281a3cbd79be979f1c20ebcc7840e2cccd75,us,2,dev
common_voice_en_483208.mp3,07e65f97acddc17d4f4b7cc8d40ebfbe5e2702edf1313103170e01d801c0ddefe8d084558200aeaa3b7dcfc698e93478a123c79114fbe8b457dc38135cac7006,us,2,dev
common_voice_en_17680070.mp3,07f153693d21bfad5199cdecc8c8e3d8578faf246196d884c90b0285f2a92b1fde777bc4d6d1ccd1b884f403cb999d568e4b1aa6f0c7e9cff167b5d1b8766cf7,us,2,dev
